Purchase ID,SN,Age,Gender,Item ID,Item Name,Price
192,Lisjaskya84,25,Male,98,"Deadline, Voice Of Subtlety",2.89
193,Ristydru66,27,Male,62,Piece Maker,1.87
194,Frichast28,20,Male,73,Ritual Mace,2.05
195,Minduri31,39,Male,113,Solitude's Reaver,4.07
196,Maradaran90,35,Female,9,"Thorn, Conqueror of the Corrupted",2.73
197,Mindetosya30,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16
198,Chadolyla44,20,Male,153,Mercenary Sabre,3.74
199,Ialallo29,15,Female,138,"Peacekeeper, Wit of Dark Magic",4.74
200,Pheusrical25,23,Male,114,Yearning Mageblade,3.82
201,Chanosia60,31,Male,2,Verdict,2.48
202,Phistym51,37,Male,82,Nirvana,4.9
203,Aelollo59,33,Male,3,Phantomlight,2.49
204,Chamimla85,16,Male,0,Splinter,1.28
205,Jiskimya77,17,Male,149,"Tranquility, Razor of Black Magic",1.75
206,Haisurra41,20,Female,78,"Glimmer, Ender of the Moon",4.4
207,Sondastsda82,24,Male,145,Fiery Glass Crusader,4.58
208,Qilanrion65,37,Male,105,Hailstorm Shadowsteel Scythe,3.03
209,Eulasuir89,22,Male,162,Abyssal Shard,2.67
210,Umolrian85,32,Female,136,Ghastly Adamantite Protector,3.58
211,Eosrirgue62,17,Male,120,Agatha,3.08
212,Shaidanu32,23,Male,159,"Oathbreaker, Spellblade of Trials",3.08
213,Lirtastan49,29,Male,2,Verdict,2.48
214,Iaralsuir44,23,Male,137,"Aetherius, Boon of the Blessed",3.39
215,Ialallo29,15,Female,40,Second Chance,2.52
216,Tyeudariasuir90,21,Male,136,Ghastly Adamantite Protector,3.58
217,Cosadar58,38,Male,25,Hero Cane,4.35
218,Aelastirin39,23,Male,76,Haunted Bronzed Bludgeon,3.15
219,Aidai53,19,Male,57,"Despair, Favor of Due Diligence",4.6
220,Jiskjask85,40,Male,46,Hopeless Ebon Dualblade,1.33
221,Ealrion88,30,Male,175,Woeful Adamantite Claymore,4.48
222,Chamjask73,22,Female,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23
223,Undirrala66,22,Male,142,Righteous Might,2.62
224,Lisosia93,25,Male,157,"Spada, Etcher of Hatred",4.8
225,Tyaenasti87,24,Female,154,Feral Katana,4.4
226,Alim85,25,Male,54,Eternal Cleaver,2.5
227,Haeladil46,18,Male,24,Warped Fetish,3.81
228,Jiskirran77,20,Other / Non-Disclosed,80,Dreamsong,3.39
229,Undosia27,17,Male,72,Winter's Bite,3.77
230,Peorith44,24,Male,102,Avenger,3.44
231,Yarithsurgue62,26,Male,139,"Mercy, Katana of Dismay",4.94
232,Sundadar27,31,Male,114,Yearning Mageblade,3.82
233,Taeduenu92,19,Female,66,Victor Iron Spikes,4.4
234,Chamimla85,16,Male,97,"Swan Song, Gouger Of Terror",2.5
235,Rairin89,24,Male,163,Thunderfury Scimitar,3.45
236,Aerithriaphos46,16,Male,107,"Splitter, Foe Of Subtlety",2.18
237,Idairin51,20,Other / Non-Disclosed,16,Restored Bauble,3.55
238,Lisista54,21,Male,42,The Decapitator,1.75
239,Eodailis27,30,Male,19,"Pursuit, Cudgel of Necromancy",1.02
240,Lirtastsda29,16,Male,82,Nirvana,4.9
241,Undilsan50,22,Male,10,Sleepwalker,1.79
242,Eodaisu60,16,Other / Non-Disclosed,39,"Betrayal, Whisper of Grieving Widows",3.94
243,Quaranmol58,24,Male,83,Lifebender,3.33
244,Lirtossa60,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16
245,Lisim78,20,Male,85,Malificent Bag,1.75
246,Lirtilsa71,24,Male,139,"Mercy, Katana of Dismay",4.94
247,Iskadarya95,20,Male,82,Nirvana,4.9
248,Isursuir31,44,Male,137,"Aetherius, Boon of the Blessed",3.39
249,Sundirrala66,20,Male,16,Restored Bauble,3.55
250,Saerallora71,23,Male,87,"Deluge, Edge of the West",4.43
251,Iasur80,22,Male,1,Crucifer,1.99
252,Tyaelo67,39,Male,92,Final Critic,4.88
253,Aesty53,21,Male,28,"Flux, Destroyer of Due Diligence",1.06
254,Quanunwen42,23,Female,94,Mourning Blade,3.49
255,Sondastsda82,24,Male,71,Demise,1.61
256,Chamirra53,23,Male,182,Toothpick,4.03
257,Yasur35,26,Male,175,Woeful Adamantite Claymore,4.48
258,Assehoan67,26,Male,149,"Tranquility, Razor of Black Magic",1.75
259,Haellysu29,20,Male,72,Winter's Bite,3.77
260,Saida58,16,Male,70,Hope's End,1.03
261,Tyeosri53,24,Male,132,Persuasion,3.19
262,Chamadar79,15,Male,172,Blade of the Grave,3.14
263,Aeral43,24,Male,78,"Glimmer, Ender of the Moon",4.4
264,Saesrideu94,35,Male,119,"Stormbringer, Dark Blade of Ending Misery",4.32
265,Lirtirra37,25,Male,172,Blade of the Grave,3.14
266,Siala43,30,Male,113,Solitude's Reaver,4.07
267,Tyidaim51,16,Female,41,Orbit,4.75
268,Inasti31,17,Male,71,Demise,1.61
269,Lassassast73,15,Male,18,"Torchlight, Bond of Storms",4.65
270,Assassasta79,38,Male,85,Malificent Bag,1.75
271,Heollyra92,22,Male,166,Thirsty Iron Reaver,3.07
272,Anallorgue57,8,Male,133,Faith's Scimitar,4.09
273,Phyali88,15,Female,92,Final Critic,4.88
274,Aerithllora36,29,Female,82,Nirvana,4.9
275,Smaistysu35,30,Male,173,Stormfury Longsword,4.93
276,Tyidaim51,16,Female,9,"Thorn, Conqueror of the Corrupted",2.73
277,Ennalmol65,24,Male,92,Final Critic,4.88
278,Iskichinya81,21,Female,167,"Malice, Legacy of the Queen",3.61
279,Yarithrgue83,20,Male,163,Thunderfury Scimitar,3.45
280,Yana46,20,Female,16,Restored Bauble,3.55
281,Sondimla25,19,Male,68,"Storm-Weaver, Slayer of Inception",4.32
282,Aidai61,21,Male,155,War-Forged Gold Deflector,1.01
283,Wailin72,21,Female,9,"Thorn, Conqueror of the Corrupted",2.73
284,Firan91,24,Male,128,"Blazeguard, Reach of Eternity",4.91
285,Alaesu91,26,Male,163,Thunderfury Scimitar,3.45
286,Aellynun67,25,Male,153,Mercenary Sabre,3.74
287,Rilaera56,20,Male,5,Putrid Fan,4.08
288,Eulaestira36,18,Male,156,Soul-Forged Steel Shortsword,1.77
289,Marim28,25,Female,83,Lifebender,3.33
290,Idastidru52,24,Male,147,"Hellreaver, Heirloom of Inception",4.93
291,Idairin51,20,Other / Non-Disclosed,35,Heartless Bone Dualblade,3.45
292,Lisasi93,13,Male,70,Hope's End,1.03
293,Lisopela58,22,Male,117,"Heartstriker, Legacy of the Light",1.79
294,Ilirrasda54,37,Male,171,Scalpel,1.79
295,Alaephos75,23,Male,52,Hatred,4.84
296,Syalollorap93,22,Female,65,Conqueror Adamantite Mace,4.24
297,Heosurnuru52,16,Female,169,"Interrogator, Blood Blade of the Queen",2.18
298,Minduli80,25,Male,110,Suspension,1.44
299,Lirtossa84,11,Male,164,Exiled Doomblade,1.63
300,Chanastya70,22,Male,136,Ghastly Adamantite Protector,3.58
301,Frichadaran88,25,Male,106,Crying Steel Sickle,3.41
302,Siallylis44,20,Male,4,Bloodlord's Fetish,1.7
303,Aeri84,24,Male,71,Demise,1.61
304,Iasursti71,24,Male,181,Reaper's Toll,1.66
305,Siallylis44,20,Male,179,"Wolf, Promise of the Moonwalker",4.48
306,Mindilsa34,24,Female,38,"The Void, Vengeance of Dark Magic",2.37
307,Chamastya76,34,Male,53,Vengeance Cleaver,2.05
308,Undirra73,34,Male,98,"Deadline, Voice Of Subtlety",2.89
309,Aestysu37,25,Male,170,Shadowsteel,3.97
310,Chadadarla74,30,Male,117,"Heartstriker, Legacy of the Light",1.79
311,Anallorgue57,8,Male,71,Demise,1.61
312,Strithenu87,20,Male,147,"Hellreaver, Heirloom of Inception",4.93
313,Iasrira89,23,Male,182,Toothpick,4.03
314,Ialidru40,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16
315,Tyisur83,23,Male,107,"Splitter, Foe Of Subtlety",2.18
316,Tyalaesu89,25,Male,15,Soul Infused Crystal,2.96
317,Tyidainu31,18,Female,3,Phantomlight,2.49
318,Iskadarya95,20,Male,91,Celeste,4.17
319,Rarallo90,33,Male,144,Blood Infused Guardian,1.94
320,Lirtilsa72,24,Male,77,"Piety, Guardian of Riddles",4
321,Undjaskla97,33,Male,118,"Ghost Reaver, Longsword of Magic",2.17
322,Saedaiphos46,18,Male,37,"Shadow Strike, Glory of Ending Hope",3.16
323,Tyisur83,23,Male,131,Fury,1.44
324,Aerithnucal56,15,Male,154,Feral Katana,4.4
325,Hiasri33,23,Male,54,Eternal Cleaver,2.5
326,Lisossa46,25,Male,54,Eternal Cleaver,2.5
327,Layjask75,22,Female,17,"Lazarus, Terror of the Earth",1.7
328,Lisista63,17,Male,152,Darkheart,1.74
329,Ceoral34,20,Male,145,Fiery Glass Crusader,4.58
330,Hilaerin92,23,Male,167,"Malice, Legacy of the Queen",3.61
331,Chadilsasta32,23,Male,7,"Thorn, Satchel of Dark Souls",1.33
332,Undassa89,25,Male,161,Devine,1.76
333,Iduenu77,17,Female,114,Yearning Mageblade,3.82
334,Lisosia66,21,Male,11,Brimstone,3.65
335,Undimsya85,33,Male,67,"Celeste, Incarnation of the Corrupted",3.46
336,Phaedue89,22,Female,45,Glinting Glass Edge,3.85
337,Yadacal26,15,Male,17,"Lazarus, Terror of the Earth",1.7
338,Lisossa25,22,Male,13,Serenity,1.41
339,Ilmol66,8,Female,124,Venom Claymore,1.29
340,Yastyriaphos75,22,Male,41,Orbit,4.75
341,Hiasurria41,41,Male,71,Demise,1.61
342,Palatyon26,21,Male,38,"The Void, Vengeance of Dark Magic",2.37
343,Chadilsasta32,23,Male,49,"The Oculus, Token of Lost Worlds",2.96
344,Qilalista41,23,Male,19,"Pursuit, Cudgel of Necromancy",1.02
345,Hada39,19,Male,2,Verdict,2.48
346,Saedaiphos46,18,Male,121,Massacre,1.6
347,Chamilsala65,23,Female,11,Brimstone,3.65
348,Eulaestira36,18,Male,38,"The Void, Vengeance of Dark Magic",2.37
349,Sundirrala66,20,Male,59,"Lightning, Etcher of the King",4.23
350,Rairith81,15,Other / Non-Disclosed,34,Retribution Axe,2.22
351,Assistasda42,21,Male,121,Massacre,1.6
352,Ilarin91,22,Male,79,"Alpha, Oath of Zeal",4.05
353,Ryanara76,25,Male,174,Primitive Blade,3.47
354,Undista85,21,Male,163,Thunderfury Scimitar,3.45
355,Tyeoralru41,15,Male,140,Striker,2.94
356,Pheosrinudeu70,20,Male,138,"Peacekeeper, Wit of Dark Magic",4.74
357,Heuli25,23,Female,37,"Shadow Strike, Glory of Ending Hope",3.16
358,Pheutherin27,24,Male,74,Yearning Crusher,4.18
359,Chadirra90,18,Male,73,Ritual Mace,2.05
360,Ali84,29,Male,14,Possessed Core,2.61
361,Frichjaskan98,25,Male,19,"Pursuit, Cudgel of Necromancy",1.02
362,Malil90,22,Male,107,"Splitter, Foe Of Subtlety",2.18
363,Aina42,25,Male,45,Glinting Glass Edge,3.85
364,Yarithllodeu72,22,Male,88,"Emberling, Defender of Delusions",3.75
365,Tyaedainu44,25,Male,43,Foul Edge,3.54
366,Hirirap39,22,Male,31,Trickster,1.55
367,Eodailis27,30,Male,138,"Peacekeeper, Wit of Dark Magic",4.74
368,Ethron58,20,Male,3,Phantomlight,2.49
369,Heuli25,23,Female,137,"Aetherius, Boon of the Blessed",3.39
370,Idai61,19,Male,45,Glinting Glass Edge,3.85
371,Eusurdeu49,23,Male,155,War-Forged Gold Deflector,1.01
372,Saistyphos30,35,Male,64,Fusion Pummel,4.82
373,Aina42,25,Male,103,Singed Scalpel,4.35
374,Saisrilis27,16,Male,85,Malificent Bag,1.75
375,Hallysucal81,25,Male,181,Reaper's Toll,1.66
376,Ilimya66,33,Male,59,"Lightning, Etcher of the King",4.23
377,Raysistast71,20,Male,11,Brimstone,3.65
378,Haedairiadru51,23,Male,96,Blood-Forged Skeletal Spine,3.09
379,Tyananurgue44,18,Male,100,Blindscythe,3.27
380,Risty84,25,Male,50,Dawn,4.6
381,Aerillorin70,16,Male,83,Lifebender,3.33
382,Phistyn52,24,Male,164,Exiled Doomblade,1.63
383,Yalo85,34,Male,11,Brimstone,3.65
384,Chamirrasya33,21,Female,110,Suspension,1.44
385,Hiral75,22,Male,29,"Chaos, Ender of the End",1.98
386,Isursti83,21,Male,129,"Fate, Vengeance of Eternal Justice",1.54
387,Bartassaya73,26,Male,39,"Betrayal, Whisper of Grieving Widows",3.94
388,Aeda94,17,Male,128,"Blazeguard, Reach of Eternity",4.91
389,Quinarap53,15,Male,157,"Spada, Etcher of Hatred",4.8
390,Asur53,26,Male,75,Brutality Ivory Warmace,2.42
391,Alarap40,18,Male,20,Netherbane,3.27
392,Sida61,20,Female,181,Reaper's Toll,1.66
393,Hiarideu73,20,Male,54,Eternal Cleaver,2.5
394,Lassassasda30,12,Male,60,Wolf,3.54
395,Ennoncil86,17,Male,152,Darkheart,1.74
396,Siralsudeu54,20,Male,131,Fury,1.44
397,Eusri26,25,Male,100,Blindscythe,3.27
398,Ardcil81,34,Male,96,Blood-Forged Skeletal Spine,3.09
399,Marilsasya33,19,Male,143,Frenzied Scimitar,1.56
400,Ilarin91,22,Male,72,Winter's Bite,3.77
401,Lirtim36,15,Other / Non-Disclosed,46,Hopeless Ebon Dualblade,1.33
402,Heunadil74,23,Female,129,"Fate, Vengeance of Eternal Justice",1.54
403,Frichadar89,24,Male,162,Abyssal Shard,2.67
404,Chamirrasya33,21,Female,71,Demise,1.61
405,Aesurstilis64,25,Male,70,Hope's End,1.03
406,Idaidil28,15,Male,100,Blindscythe,3.27
407,Idai61,19,Male,131,Fury,1.44
408,Raesty92,12,Male,53,Vengeance Cleaver,2.05
409,Lisotesta51,15,Female,144,Blood Infused Guardian,1.94
410,Strithenu87,20,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71
411,Lisico81,10,Male,92,Final Critic,4.19
412,Lisiriya82,32,Male,86,Stormfury Lantern,2.27
413,Siana77,12,Male,93,Apocalyptic Battlescythe,1.97
414,Marokian45,23,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53
415,Sausosia74,22,Male,120,Agatha,3.08
416,Aestysu37,25,Male,13,Serenity,1.41
417,Pheodaisun84,30,Male,98,"Deadline, Voice Of Subtlety",2.89
418,Marim28,25,Female,125,Whistling Mithril Warblade,1
419,Iaralrgue74,33,Male,171,Scalpel,1.79
420,Assesi91,23,Male,129,"Fate, Vengeance of Eternal Justice",1.54
421,Yadaphos40,30,Male,26,Unholy Wand,1.12
422,Eusri70,24,Female,154,Feral Katana,4.4
423,Aisurria69,24,Male,10,Sleepwalker,1.79
424,Iarilis73,10,Male,149,"Tranquility, Razor of Black Magic",1.75
425,Raisty38,15,Male,20,Netherbane,3.27
426,Ilista82,23,Male,32,Orenmir,1.14
427,Leyirra83,24,Female,170,Shadowsteel,3.97
428,Aelly27,24,Male,14,Possessed Core,2.61
429,Aiduesu86,22,Female,179,"Wolf, Promise of the Moonwalker",4.48
430,Frichynde86,15,Male,164,Exiled Doomblade,1.63
431,Aelollo59,33,Male,172,Blade of the Grave,3.14
432,Hisridru55,18,Male,120,Agatha,3.08
433,Chamossa77,21,Male,156,Soul-Forged Steel Shortsword,1.77
434,Irillo49,20,Male,84,Arcane Gem,3.79
435,Lirtastsya71,21,Male,93,Apocalyptic Battlescythe,1.97
436,Umolrian85,32,Female,80,Dreamsong,3.39
437,Frichosiala98,24,Female,43,Foul Edge,3.54
438,Qilunan34,23,Male,145,Fiery Glass Crusader,4.58
439,Quarrion42,22,Male,59,"Lightning, Etcher of the King",4.23
